image,fp_type,component_id,area_px,x,y,w,h,majority_pred_class_id,majority_pred_class_name
0506tin2_14-08_crop_02.jpg,bg_to_strip_inclusion,4,27,607,258,11,4,6,TIND
0506tin2_14-08_crop_02.jpg,bg_to_strip_inclusion,5,4,604,298,2,2,6,TIND
0506tin2_14-08_crop_02.jpg,bg_to_strip_inclusion,6,3,748,962,3,2,6,TIND
0506tin2_14-08_crop_02.jpg,bg_to_strip_inclusion,7,2,753,971,2,2,6,TIND
0506tin2_14-09_crop_00.jpg,bg_to_strip_inclusion,1,23,865,85,8,7,6,TIND
0506tin2_14-09_crop_00.jpg,bg_to_strip_inclusion,2,18,864,100,4,8,6,TIND
0506tin2_14-09_crop_00.jpg,bg_to_strip_inclusion,3,10,871,102,5,6,6,TIND
0506tin2_14-09_crop_00.jpg,bg_to_strip_inclusion,4,3,873,283,3,2,5,TINB/TINC
0506tin2_14-09_crop_00.jpg,bg_to_strip_inclusion,6,2,872,292,1,2,5,TINB/TINC
0506tin2_14-09_crop_00.jpg,bg_to_strip_inclusion,9,10,875,315,3,7,5,TINB/TINC
0506tin2_14-09_crop_00.jpg,bg_to_strip_inclusion,10,5,882,323,2,4,5,TINB/TINC
0506tin2_14-09_crop_00.jpg,bg_to_strip_inclusion,11,37,873,329,2,34,5,TINB/TINC
0506tin2_14-09_crop_00.jpg,bg_to_strip_inclusion,12,21,877,342,3,16,5,TINB/TINC
0506tin2_14-09_crop_00.jpg,bg_to_strip_inclusion,14,19,953,447,5,7,6,TIND
0506tin2_14-09_crop_00.jpg,bg_to_strip_inclusion,16,2,931,488,2,2,6,TIND
0506tin2_14-09_crop_00.jpg,bg_to_strip_inclusion,17,5,928,493,5,3,6,TIND
0506tin2_14-09_crop_00.jpg,bg_to_strip_inclusion,18,23,916,516,8,5,6,TIND
0506tin2_14-09_crop_00.jpg,bg_to_strip_inclusion,19,6,914,522,3,4,6,TIND
0506tin2_14-09_crop_00.jpg,bg_to_strip_inclusion,20,3,925,522,3,3,6,TIND
0506tin2_14-09_crop_00.jpg,bg_to_strip_inclusion,21,5,687,718,3,5,6,TIND
0506tin2_14-09_crop_00.jpg,bg_to_strip_inclusion,22,2,693,718,2,2,6,TIND
0506tin2_14-09_crop_00.jpg,bg_to_strip_inclusion,23,3,695,721,1,3,6,TIND
0506tin2_14-09_crop_00.jpg,bg_to_strip_inclusion,24,7,688,724,7,3,6,TIND
0506tin2_14-09_crop_00.jpg,bg_to_strip_inclusion,25,6,567,735,2,4,6,TIND
0506tin2_14-09_crop_00.jpg,bg_to_strip_inclusion,26,4,928,873,4,3,5,TINB/TINC
0506tin2_14-09_crop_00.jpg,bg_to_strip_inclusion,27,56,928,894,8,14,5,TINB/TINC
0506tin2_14-09_crop_00.jpg,bg_to_strip_inclusion,28,29,918,920,4,20,5,TINB/TINC
0506tin2_14-09_crop_00.jpg,bg_to_strip_inclusion,29,30,932,947,2,18,5,TINB/TINC
0506tin2_14-09_crop_00.jpg,bg_to_strip_inclusion,31,40,925,971,5,13,5,TINB/TINC
0506tin2_14-09_crop_00.jpg,bg_to_strip_inclusion,34,8,107,1000,6,3,6,TIND
0506tin2_14-09_crop_00.jpg,bg_to_D,1,80,206,838,10,10,4,D
0506tin2_14-10_crop_00.jpg,bg_to_strip_inclusion,1,17,1009,79,4,11,5,TINB/TINC
0506tin2_14-10_crop_00.jpg,bg_to_strip_inclusion,2,4,1007,87,1,4,5,TINB/TINC
0506tin2_14-10_crop_00.jpg,bg_to_strip_inclusion,3,16,1006,92,4,8,5,TINB/TINC
0506tin2_14-10_crop_00.jpg,bg_to_strip_inclusion,5,3,953,261,3,1,5,TINB/TINC
0506tin2_14-10_crop_00.jpg,bg_to_strip_inclusion,6,2,22,326,2,1,6,TIND
0506tin2_14-10_crop_00.jpg,bg_to_strip_inclusion,7,11,949,328,1,11,5,TINB/TINC
0506tin2_14-10_crop_00.jpg,bg_to_strip_inclusion,11,20,1000,356,4,12,5,TINB/TINC
0506tin2_14-10_crop_00.jpg,bg_to_strip_inclusion,12,51,944,375,3,30,5,TINB/TINC
0506tin2_14-10_crop_00.jpg,bg_to_strip_inclusion,13,36,998,375,5,12,5,TINB/TINC
0506tin2_14-10_crop_00.jpg,bg_to_strip_inclusion,14,2,997,384,1,2,5,TINB/TINC
0506tin2_14-10_crop_00.jpg,bg_to_strip_inclusion,15,6,997,389,3,3,5,TINB/TINC
0506tin2_14-10_crop_00.jpg,bg_to_strip_inclusion,17,14,944,417,1,14,5,TINB/TINC
0506tin2_14-10_crop_00.jpg,bg_to_strip_inclusion,18,2,945,448,1,2,5,TINB/TINC
0506tin2_14-10_crop_00.jpg,bg_to_strip_inclusion,21,2,943,662,1,2,6,TIND
0506tin2_14-10_crop_00.jpg,bg_to_strip_inclusion,22,14,930,664,7,6,6,TIND
0506tin2_14-10_crop_00.jpg,bg_to_strip_inclusion,23,11,941,665,2,10,6,TIND
0506tin2_14-10_crop_00.jpg,bg_to_strip_inclusion,24,10,919,669,3,7,6,TIND
0506tin2_14-10_crop_00.jpg,bg_to_strip_inclusion,26,10,931,677,7,2,6,TIND
0506tin2_14-10_crop_00.jpg,bg_to_strip_inclusion,28,3,927,869,3,1,6,TIND
0506tin2_14-10_crop_00.jpg,bg_to_strip_inclusion,32,2,65,1008,2,2,6,TIND
0506tin2_14-10_crop_00.jpg,bg_to_D,3,5,633,340,1,5,4,D
0506tin2_14-10_crop_00.jpg,bg_to_D,4,3,634,346,3,3,4,D
0506tin2_14-16_crop_00.jpg,bg_to_strip_inclusion,1,53,817,6,9,14,5,TINB/TINC
0506tin2_14-16_crop_00.jpg,bg_to_strip_inclusion,2,73,834,9,10,20,5,TINB/TINC
0506tin2_14-16_crop_00.jpg,bg_to_strip_inclusion,3,48,835,41,11,11,5,TINB/TINC
0506tin2_14-16_crop_00.jpg,bg_to_strip_inclusion,4,17,807,46,2,11,5,TINB/TINC
0506tin2_14-16_crop_00.jpg,bg_to_strip_inclusion,7,4,822,73,1,4,5,TINB/TINC
0506tin2_14-16_crop_00.jpg,bg_to_strip_inclusion,8,3,288,78,3,3,6,TIND
0506tin2_14-16_crop_00.jpg,bg_to_strip_inclusion,10,17,823,81,2,13,5,TINB/TINC
0506tin2_14-16_crop_00.jpg,bg_to_strip_inclusion,11,119,781,104,32,16,5,TINB/TINC
0506tin2_14-16_crop_00.jpg,bg_to_strip_inclusion,17,37,874,153,7,7,6,TIND
0506tin2_14-16_crop_00.jpg,bg_to_strip_inclusion,19,8,793,157,3,6,5,TINB/TINC
0506tin2_14-16_crop_00.jpg,bg_to_strip_inclusion,21,65,808,162,13,17,5,TINB/TINC
0506tin2_14-16_crop_00.jpg,bg_to_strip_inclusion,22,2,812,182,1,2,5,TINB/TINC
0506tin2_14-16_crop_00.jpg,bg_to_strip_inclusion,25,17,810,246,8,11,5,TINB/TINC
0506tin2_14-16_crop_00.jpg,bg_to_strip_inclusion,27,5,248,261,1,5,6,TIND
0506tin2_14-16_crop_00.jpg,bg_to_strip_inclusion,28,6,248,271,5,3,6,TIND
0506tin2_14-16_crop_00.jpg,bg_to_strip_inclusion,29,83,794,289,12,27,5,TINB/TINC
0506tin2_14-16_crop_00.jpg,bg_to_strip_inclusion,34,87,759,391,14,26,5,TINB/TINC
0506tin2_14-16_crop_00.jpg,bg_to_strip_inclusion,35,5,298,415,3,5,6,TIND
0506tin2_14-16_crop_00.jpg,bg_to_strip_inclusion,36,2,756,417,2,1,5,TINB/TINC
0506tin2_14-16_crop_00.jpg,bg_to_strip_inclusion,39,11,751,428,5,10,5,TINB/TINC
0506tin2_14-16_crop_00.jpg,bg_to_strip_inclusion,42,6,771,456,6,3,5,TINB/TINC
0506tin2_14-16_crop_00.jpg,bg_to_strip_inclusion,43,11,899,481,5,5,5,TINB/TINC
0506tin2_14-16_crop_00.jpg,bg_to_strip_inclusion,44,107,902,520,9,15,5,TINB/TINC
0506tin2_14-16_crop_00.jpg,bg_to_strip_inclusion,45,20,212,537,5,6,6,TIND
0506tin2_14-16_crop_00.jpg,bg_to_strip_inclusion,46,12,267,642,9,4,6,TIND
0506tin2_14-16_crop_00.jpg,bg_to_strip_inclusion,48,4,270,657,3,2,6,TIND
0506tin2_14-16_crop_00.jpg,bg_to_strip_inclusion,49,8,266,671,3,4,6,TIND
0506tin2_14-16_crop_00.jpg,bg_to_strip_inclusion,50,2,279,670,1,2,6,TIND
0506tin2_14-16_crop_00.jpg,bg_to_strip_inclusion,57,6,182,728,3,6,6,TIND
0506tin2_14-16_crop_00.jpg,bg_to_strip_inclusion,59,29,243,809,10,6,6,TIND
0506tin2_14-16_crop_00.jpg,bg_to_strip_inclusion,62,2,243,840,2,1,6,TIND
0506tin2_14-16_crop_00.jpg,bg_to_strip_inclusion,65,3,244,867,3,3,6,TIND
0506tin2_14-16_crop_00.jpg,bg_to_strip_inclusion,66,3,249,870,3,1,6,TIND
0506tin2_14-16_crop_00.jpg,bg_to_strip_inclusion,70,27,242,992,5,14,5,TINB/TINC
0506tin2_14-16_crop_02.jpg,bg_to_strip_inclusion,3,3,174,91,1,3,6,TIND
0506tin2_14-16_crop_02.jpg,bg_to_strip_inclusion,6,2,86,534,1,2,6,TIND
0506tin2_14-16_crop_02.jpg,bg_to_strip_inclusion,8,8,94,541,3,3,6,TIND
0506tin2_14-16_crop_02.jpg,bg_to_strip_inclusion,9,2,114,541,1,2,6,TIND
0506tin2_14-16_crop_02.jpg,bg_to_strip_inclusion,10,4,103,547,3,4,6,TIND
0506tin2_14-16_crop_02.jpg,bg_to_strip_inclusion,11,4,112,550,3,4,6,TIND
0506tin2_14-16_crop_02.jpg,bg_to_strip_inclusion,14,3,110,930,1,3,6,TIND
0506tin2_14-16_crop_02.jpg,bg_to_strip_inclusion,15,2,97,932,1,2,6,TIND
0506tin2_14-16_crop_03.jpg,bg_to_strip_inclusion,1,2,474,756,2,2,6,TIND
0506tin2_14-16_crop_03.jpg,bg_to_strip_inclusion,2,2,464,763,1,2,6,TIND
0506tin2_14-16_crop_03.jpg,bg_to_strip_inclusion,3,3,472,767,3,3,6,TIND
0506tin2_14-16_crop_03.jpg,bg_to_strip_inclusion,5,3,942,777,3,2,6,TIND
0506tin2_14-16_crop_03.jpg,bg_to_strip_inclusion,9,5,937,789,1,5,6,TIND
0506tin2_14-16_crop_03.jpg,bg_to_strip_inclusion,10,2,943,789,1,2,6,TIND
0506tin2_14-16_crop_03.jpg,bg_to_strip_inclusion,11,3,940,801,3,2,6,TIND
0506tin2_15-02_crop_01.jpg,bg_to_strip_inclusion,1,4,69,70,4,1,5,TINB/TINC
0506tin2_15-02_crop_01.jpg,bg_to_strip_inclusion,3,29,71,82,4,24,5,TINB/TINC
0506tin2_15-02_crop_01.jpg,bg_to_strip_inclusion,4,66,60,116,8,14,5,TINB/TINC
0506tin2_15-02_crop_01.jpg,bg_to_strip_inclusion,5,7,48,230,6,5,5,TINB/TINC
0506tin2_15-02_crop_01.jpg,bg_to_strip_inclusion,8,52,46,241,10,10,5,TINB/TINC
0506tin2_15-02_crop_01.jpg,bg_to_strip_inclusion,17,2,71,719,1,2,5,TINB/TINC
0506tin2_15-02_crop_01.jpg,bg_to_strip_inclusion,18,4,70,722,1,4,5,TINB/TINC
0506tin2_15-02_crop_01.jpg,bg_to_strip_inclusion,19,4,354,791,4,2,6,TIND
0506tin2_15-02_crop_01.jpg,bg_to_strip_inclusion,21,7,351,794,4,6,6,TIND
0506tin2_15-02_crop_01.jpg,bg_to_strip_inclusion,22,11,367,862,5,9,5,TINB/TINC
0506tin2_15-02_crop_01.jpg,bg_to_strip_inclusion,23,4,70,914,1,4,5,TINB/TINC
0506tin2_15-02_crop_01.jpg,bg_to_strip_inclusion,24,3,70,927,1,3,5,TINB/TINC
0506tin2_15-02_crop_01.jpg,bg_to_strip_inclusion,27,18,72,980,2,13,5,TINB/TINC
0506tin2_15-02_crop_01.jpg,bg_to_strip_inclusion,28,24,78,981,2,18,5,TINB/TINC
0506tin2_15-02_crop_01.jpg,bg_to_strip_inclusion,29,6,73,1015,5,6,5,TINB/TINC
0506tin2_15-04_crop_01.jpg,bg_to_strip_inclusion,1,2,1016,7,1,2,6,TIND
0506tin2_15-04_crop_01.jpg,bg_to_strip_inclusion,2,12,1010,10,2,11,6,TIND
0506tin2_15-04_crop_01.jpg,bg_to_strip_inclusion,3,3,1017,10,1,3,6,TIND
0506tin2_15-04_crop_01.jpg,bg_to_strip_inclusion,4,7,1018,16,1,7,6,TIND
0506tin2_15-04_crop_01.jpg,bg_to_strip_inclusion,5,3,1012,22,1,3,6,TIND
0506tin2_15-04_crop_01.jpg,bg_to_strip_inclusion,6,38,1013,27,7,10,6,TIND
0506tin2_15-04_crop_01.jpg,bg_to_strip_inclusion,7,7,704,237,5,2,5,TINB/TINC
0506tin2_15-04_crop_01.jpg,bg_to_strip_inclusion,9,133,702,241,5,80,5,TINB/TINC
0506tin2_15-04_crop_01.jpg,bg_to_strip_inclusion,11,2,709,256,1,2,5,TINB/TINC
0506tin2_15-04_crop_01.jpg,bg_to_strip_inclusion,12,4,708,260,1,4,5,TINB/TINC
0506tin2_15-04_crop_01.jpg,bg_to_strip_inclusion,13,26,706,267,3,15,5,TINB/TINC
0506tin2_15-04_crop_01.jpg,bg_to_strip_inclusion,14,3,709,299,1,3,5,TINB/TINC
0506tin2_15-04_crop_01.jpg,bg_to_strip_inclusion,16,153,708,311,6,45,5,TINB/TINC
0506tin2_15-04_crop_01.jpg,bg_to_strip_inclusion,17,29,704,363,8,17,5,TINB/TINC
0506tin2_15-04_crop_01.jpg,bg_to_strip_inclusion,18,30,698,376,6,15,5,TINB/TINC
0506tin2_15-04_crop_01.jpg,bg_to_strip_inclusion,20,5,697,517,5,2,6,TIND
0506tin2_15-04_crop_02.jpg,bg_to_strip_inclusion,2,2,433,39,1,2,6,TIND
0506tin2_15-04_crop_02.jpg,bg_to_strip_inclusion,3,16,836,84,2,11,5,TINB/TINC
0506tin2_15-04_crop_02.jpg,bg_to_strip_inclusion,4,98,835,133,2,56,5,TINB/TINC
0506tin2_15-04_crop_02.jpg,bg_to_strip_inclusion,6,2,374,205,1,2,6,TIND
0506tin2_15-12_crop_00.jpg,bg_to_strip_inclusion,1,6,792,3,5,4,6,TIND
0506tin2_15-12_crop_00.jpg,bg_to_strip_inclusion,3,2,797,20,1,2,6,TIND
0506tin2_15-12_crop_00.jpg,bg_to_strip_inclusion,4,9,793,23,4,4,6,TIND
0506tin2_15-12_crop_00.jpg,bg_to_strip_inclusion,6,28,893,49,4,21,6,TIND
0506tin2_15-12_crop_00.jpg,bg_to_strip_inclusion,7,10,886,50,2,7,6,TIND
0506tin2_15-12_crop_00.jpg,bg_to_strip_inclusion,8,2,916,57,1,2,6,TIND
0506tin2_15-12_crop_00.jpg,bg_to_strip_inclusion,10,3,888,70,2,3,6,TIND
0506tin2_15-12_crop_00.jpg,bg_to_strip_inclusion,11,16,866,78,6,9,6,TIND
0506tin2_15-12_crop_00.jpg,bg_to_strip_inclusion,12,2,888,141,1,2,6,TIND
0506tin2_15-12_crop_00.jpg,bg_to_strip_inclusion,13,2,878,142,1,2,6,TIND
0506tin2_15-12_crop_00.jpg,bg_to_strip_inclusion,14,4,886,145,2,4,6,TIND
0506tin2_15-12_crop_00.jpg,bg_to_strip_inclusion,15,2,879,146,1,2,6,TIND
0506tin2_15-12_crop_00.jpg,bg_to_strip_inclusion,17,10,888,166,5,7,6,TIND
0506tin2_15-12_crop_00.jpg,bg_to_strip_inclusion,18,2,893,174,1,2,6,TIND
0506tin2_15-12_crop_00.jpg,bg_to_strip_inclusion,22,8,835,189,6,3,5,TINB/TINC
0506tin2_15-12_crop_00.jpg,bg_to_strip_inclusion,23,233,835,199,12,34,5,TINB/TINC
0506tin2_15-12_crop_00.jpg,bg_to_strip_inclusion,24,2,470,271,2,1,6,TIND
0506tin2_15-12_crop_00.jpg,bg_to_strip_inclusion,25,5,465,272,4,4,6,TIND
0506tin2_15-12_crop_00.jpg,bg_to_strip_inclusion,28,2,475,278,2,2,6,TIND
0506tin2_15-12_crop_00.jpg,bg_to_strip_inclusion,34,185,572,654,8,41,5,TINB/TINC
0506tin2_15-12_crop_00.jpg,bg_to_strip_inclusion,36,4,614,657,4,3,6,TIND
0506tin2_15-12_crop_00.jpg,bg_to_strip_inclusion,37,2,572,691,1,2,5,TINB/TINC
0506tin2_15-12_crop_00.jpg,bg_to_strip_inclusion,38,65,571,696,10,19,5,TINB/TINC
0506tin2_15-12_crop_00.jpg,bg_to_strip_inclusion,39,22,607,807,6,7,6,TIND
0506tin2_15-12_crop_00.jpg,bg_to_strip_inclusion,40,20,597,813,4,10,5,TINB/TINC
0506tin2_15-12_crop_00.jpg,bg_to_strip_inclusion,41,3,703,835,3,3,6,TIND
0506tin2_15-12_crop_00.jpg,bg_to_strip_inclusion,42,2,696,837,1,2,6,TIND
0506tin2_15-12_crop_00.jpg,bg_to_strip_inclusion,43,6,554,843,5,3,6,TIND
0506tin2_15-12_crop_00.jpg,bg_to_strip_inclusion,44,7,701,844,4,2,6,TIND
0506tin2_15-12_crop_00.jpg,bg_to_strip_inclusion,45,10,553,852,8,3,6,TIND
0506tin2_15-12_crop_00.jpg,bg_to_strip_inclusion,46,32,590,958,9,9,6,TIND
0506tin2_15-12_crop_00.jpg,bg_to_strip_inclusion,47,2,578,961,2,2,6,TIND
0506tin2_15-12_crop_00.jpg,bg_to_strip_inclusion,48,5,602,961,3,3,6,TIND
0506tin2_15-12_crop_00.jpg,bg_to_strip_inclusion,51,9,593,986,5,5,6,TIND
0506tin2_15-12_crop_00.jpg,bg_to_strip_inclusion,52,11,573,1001,3,9,6,TIND
0506tin2_15-12_crop_01.jpg,bg_to_strip_inclusion,1,4,102,6,1,4,6,TIND
0506tin2_15-12_crop_01.jpg,bg_to_strip_inclusion,2,6,91,13,2,4,6,TIND
0506tin2_15-12_crop_01.jpg,bg_to_strip_inclusion,3,8,96,17,4,3,6,TIND
0506tin2_15-12_crop_01.jpg,bg_to_strip_inclusion,4,2,96,77,2,2,6,TIND
0506tin2_15-12_crop_01.jpg,bg_to_strip_inclusion,5,9,86,78,2,6,6,TIND
0506tin2_15-12_crop_01.jpg,bg_to_strip_inclusion,7,17,68,144,8,5,5,TINB/TINC
0506tin2_15-12_crop_01.jpg,bg_to_strip_inclusion,8,4,76,149,1,4,5,TINB/TINC
0506tin2_15-12_crop_01.jpg,bg_to_strip_inclusion,9,3,67,151,1,3,5,TINB/TINC
0506tin2_15-12_crop_01.jpg,bg_to_strip_inclusion,10,224,68,154,16,37,5,TINB/TINC
0506tin2_15-12_crop_01.jpg,bg_to_strip_inclusion,12,4,1004,176,3,4,6,TIND
0506tin2_15-12_crop_01.jpg,bg_to_strip_inclusion,14,24,72,186,4,11,5,TINB/TINC
0506tin2_15-12_crop_01.jpg,bg_to_strip_inclusion,15,2,84,192,2,2,5,TINB/TINC
0506tin2_15-12_crop_01.jpg,bg_to_strip_inclusion,19,3,78,203,3,1,5,TINB/TINC
0506tin2_15-12_crop_01.jpg,bg_to_strip_inclusion,20,2,83,203,2,1,5,TINB/TINC
0506tin2_15-12_crop_01.jpg,bg_to_strip_inclusion,23,2,77,263,2,1,6,TIND
0506tin2_15-12_crop_01.jpg,bg_to_strip_inclusion,24,9,989,345,4,3,6,TIND
0506tin2_15-12_crop_01.jpg,bg_to_strip_inclusion,25,67,416,366,9,9,6,TIND
0506tin2_15-16_crop_00.jpg,bg_to_strip_inclusion,1,6,353,15,1,6,6,TIND
0506tin2_15-16_crop_00.jpg,bg_to_strip_inclusion,2,17,342,20,10,4,6,TIND
0506tin2_15-16_crop_00.jpg,bg_to_strip_inclusion,3,3,986,74,1,3,6,TIND
0506tin2_15-16_crop_00.jpg,bg_to_strip_inclusion,4,5,737,107,5,3,6,TIND
0506tin2_15-16_crop_00.jpg,bg_to_strip_inclusion,5,4,736,115,3,4,6,TIND
0506tin2_15-16_crop_00.jpg,bg_to_strip_inclusion,6,7,746,115,2,5,6,TIND
0506tin2_15-16_crop_00.jpg,bg_to_strip_inclusion,8,6,749,130,3,4,6,TIND
0506tin2_15-16_crop_00.jpg,bg_to_strip_inclusion,9,2,296,551,2,1,6,TIND
0506tin2_15-16_crop_00.jpg,bg_to_strip_inclusion,15,2,732,693,2,1,6,TIND
0506tin2_15-16_crop_00.jpg,bg_to_strip_inclusion,17,3,736,699,1,3,6,TIND
0506tin2_15-16_crop_00.jpg,bg_to_strip_inclusion,18,2,728,702,1,2,6,TIND
0506tin2_15-16_crop_00.jpg,bg_to_strip_inclusion,19,2,735,703,1,2,6,TIND
0506tin2_15-16_crop_00.jpg,bg_to_strip_inclusion,20,15,257,716,7,6,5,TINB/TINC
0506tin2_15-16_crop_00.jpg,bg_to_strip_inclusion,21,20,259,727,5,5,5,TINB/TINC
0506tin2_15-16_crop_00.jpg,bg_to_strip_inclusion,22,16,252,763,6,8,6,TIND
0506tin2_15-16_crop_00.jpg,bg_to_strip_inclusion,23,2,973,765,2,1,6,TIND
0506tin2_15-16_crop_00.jpg,bg_to_strip_inclusion,24,2,970,766,2,2,6,TIND
0506tin2_15-16_crop_00.jpg,bg_to_strip_inclusion,26,8,974,771,2,6,6,TIND
0506tin2_15-16_crop_00.jpg,bg_to_strip_inclusion,28,3,969,779,3,3,6,TIND
0506tin2_15-16_crop_00.jpg,bg_to_strip_inclusion,30,2,255,781,2,1,6,TIND
0506tin2_15-16_crop_00.jpg,bg_to_strip_inclusion,32,2,949,900,2,2,6,TIND
0506tin2_15-16_crop_00.jpg,bg_to_strip_inclusion,33,8,951,909,5,4,6,TIND
0506tin2_15-16_crop_00.jpg,bg_to_strip_inclusion,34,2,220,966,2,2,6,TIND
0506tin2_15-16_crop_00.jpg,bg_to_strip_inclusion,36,2,908,976,1,2,6,TIND
0506tin2_15-16_crop_02.jpg,bg_to_strip_inclusion,1,3,638,394,3,1,6,TIND
0506tin2_15-16_crop_02.jpg,bg_to_strip_inclusion,2,3,635,399,1,3,6,TIND
0506tin2_15-16_crop_02.jpg,bg_to_strip_inclusion,3,11,644,399,2,11,6,TIND
0506tin2_15-16_crop_02.jpg,bg_to_strip_inclusion,4,11,636,408,3,7,6,TIND
0506tin2_15-16_crop_02.jpg,bg_to_strip_inclusion,5,6,642,415,3,3,6,TIND
0506tin2_15-16_crop_02.jpg,bg_to_strip_inclusion,6,3,193,652,3,3,6,TIND
0506tin2_15-16_crop_02.jpg,bg_to_strip_inclusion,8,3,188,656,3,3,6,TIND
0506tin2_15-20_crop_00.jpg,bg_to_strip_inclusion,1,6,96,73,3,5,5,TINB/TINC
0506tin2_15-20_crop_00.jpg,bg_to_strip_inclusion,2,22,96,92,6,20,5,TINB/TINC
0506tin2_15-20_crop_00.jpg,bg_to_strip_inclusion,4,2,107,107,1,2,5,TINB/TINC
0506tin2_15-20_crop_00.jpg,bg_to_strip_inclusion,5,4,102,113,1,4,5,TINB/TINC
0506tin2_15-20_crop_00.jpg,bg_to_strip_inclusion,6,2,108,112,1,2,5,TINB/TINC
0506tin2_15-20_crop_00.jpg,bg_to_strip_inclusion,8,2,111,133,1,2,5,TINB/TINC
0506tin2_15-20_crop_00.jpg,bg_to_strip_inclusion,9,3,104,134,1,3,5,TINB/TINC
0506tin2_15-20_crop_00.jpg,bg_to_strip_inclusion,10,2,105,169,1,2,5,TINB/TINC
0506tin2_15-20_crop_00.jpg,bg_to_strip_inclusion,11,6,103,172,2,6,5,TINB/TINC
0506tin2_15-20_crop_00.jpg,bg_to_strip_inclusion,13,2,784,248,2,2,6,TIND
0506tin2_15-20_crop_00.jpg,bg_to_strip_inclusion,17,2,137,308,2,1,6,TIND
0506tin2_15-20_crop_00.jpg,bg_to_strip_inclusion,19,3,138,314,3,2,6,TIND
0506tin2_15-20_crop_00.jpg,bg_to_strip_inclusion,20,86,111,440,11,31,5,TINB/TINC
0506tin2_15-20_crop_00.jpg,bg_to_strip_inclusion,21,10,117,442,4,5,5,TINB/TINC
0506tin2_15-20_crop_00.jpg,bg_to_strip_inclusion,22,9,107,485,5,4,6,TIND
0506tin2_15-20_crop_00.jpg,bg_to_strip_inclusion,23,3,106,495,1,3,5,TINB/TINC
0506tin2_15-20_crop_00.jpg,bg_to_strip_inclusion,25,11,100,508,3,6,6,TIND
0506tin2_15-20_crop_00.jpg,bg_to_strip_inclusion,27,24,152,530,6,10,6,TIND
0506tin2_15-20_crop_00.jpg,bg_to_strip_inclusion,28,76,158,561,8,15,6,TIND
0506tin2_15-20_crop_00.jpg,bg_to_strip_inclusion,30,8,148,573,5,4,6,TIND
0506tin2_15-20_crop_00.jpg,bg_to_strip_inclusion,32,5,166,596,4,3,6,TIND
0506tin2_15-20_crop_00.jpg,bg_to_strip_inclusion,33,5,171,609,1,5,6,TIND
0506tin2_15-20_crop_00.jpg,bg_to_strip_inclusion,34,8,167,615,4,3,6,TIND
0506tin2_15-20_crop_00.jpg,bg_to_strip_inclusion,35,3,825,671,3,3,6,TIND
0506tin2_15-20_crop_00.jpg,bg_to_strip_inclusion,36,74,825,696,9,11,6,TIND
0506tin2_15-20_crop_00.jpg,bg_to_strip_inclusion,37,3,157,735,1,3,6,TIND
0506tin2_15-20_crop_00.jpg,bg_to_strip_inclusion,38,20,173,770,3,9,5,TINB/TINC
0506tin2_15-20_crop_00.jpg,bg_to_strip_inclusion,39,5,173,785,2,4,5,TINB/TINC
0506tin2_15-20_crop_00.jpg,bg_to_strip_inclusion,40,9,139,793,8,5,6,TIND
0506tin2_15-20_crop_00.jpg,bg_to_strip_inclusion,41,2,175,792,1,2,5,TINB/TINC
0506tin2_15-20_crop_00.jpg,bg_to_strip_inclusion,42,19,139,800,10,4,6,TIND
0506tin2_15-20_crop_00.jpg,bg_to_strip_inclusion,44,3,873,891,3,1,6,TIND
0506tin2_15-20_crop_00.jpg,bg_to_strip_inclusion,45,11,867,892,5,10,6,TIND
0506tin2_15-20_crop_00.jpg,bg_to_strip_inclusion,46,2,146,1000,2,1,6,TIND
0506tin2_15-20_crop_00.jpg,bg_to_strip_inclusion,48,23,143,1009,6,5,6,TIND
0528_1-10_crop_00.jpg,bg_to_strip_inclusion,1,7,813,576,2,7,1,A
0528_1-10_crop_00.jpg,bg_to_strip_inclusion,2,2,816,592,2,1,1,A
0528_1-10_crop_00.jpg,bg_to_strip_inclusion,3,5,642,697,2,4,3,C
0528_1-10_crop_00.jpg,bg_to_strip_inclusion,4,2,641,702,1,2,3,C
0528_1-10_crop_00.jpg,bg_to_strip_inclusion,5,5,640,714,1,5,3,C
0528_1-10_crop_00.jpg,bg_to_strip_inclusion,6,8,639,722,1,8,3,C
0528_1-10_crop_00.jpg,bg_to_D,1,4,208,695,3,3,4,D
0528_1-12_crop_00.jpg,bg_to_strip_inclusion,1,3,953,62,3,3,1,A
0528_1-12_crop_00.jpg,bg_to_strip_inclusion,2,14,950,65,3,11,1,A
0528_1-12_crop_00.jpg,bg_to_strip_inclusion,4,58,956,97,4,29,1,A
0528_1-12_crop_00.jpg,bg_to_strip_inclusion,5,2,948,101,1,2,1,A
0528_1-12_crop_00.jpg,bg_to_strip_inclusion,6,3,946,119,1,3,1,A
0528_1-12_crop_00.jpg,bg_to_strip_inclusion,7,3,945,123,1,3,1,A
0528_1-12_crop_00.jpg,bg_to_strip_inclusion,8,5,955,129,1,5,1,A
0528_1-12_crop_00.jpg,bg_to_strip_inclusion,9,15,946,143,2,13,1,A
0528_1-12_crop_00.jpg,bg_to_strip_inclusion,10,14,947,164,3,12,1,A
0528_1-12_crop_00.jpg,bg_to_strip_inclusion,11,50,950,171,6,19,1,A
0528_1-12_crop_00.jpg,bg_to_strip_inclusion,12,38,607,477,4,20,1,A
